Sex	Autonomous Communities and Cities	Age	Periodo	Total
Females	01 Andalucía	From 16 to 19 years	2022QI	52,28
Females	01 Andalucía	From 16 to 19 years	2021QIV	60,91
Females	01 Andalucía	From 16 to 19 years	2021QIII	61,22
Females	01 Andalucía	From 16 to 19 years	2021QII	73,4
Females	01 Andalucía	From 16 to 19 years	2021QI	62,05
Females	01 Andalucía	From 16 to 19 years	2020QIV	86,77
Females	01 Andalucía	From 16 to 19 years	2020QIII	75,03
Females	01 Andalucía	From 16 to 19 years	2020QII	62,13
Females	01 Andalucía	From 16 to 19 years	2020QI	61,68
Females	01 Andalucía	From 16 to 19 years	2019QIV	60,81
Females	01 Andalucía	From 16 to 19 years	2019QIII	57,41
Females	01 Andalucía	From 16 to 19 years	2019QII	55,08
Females	01 Andalucía	From 16 to 19 years	2019QI	75,09
Females	01 Andalucía	From 16 to 19 years	2018QIV	57,39
Females	01 Andalucía	From 16 to 19 years	2018QIII	58,4
Females	01 Andalucía	From 16 to 19 years	2018QII	58,31
Females	01 Andalucía	From 16 to 19 years	2018QI	74,56
Females	01 Andalucía	From 16 to 19 years	2017QIV	65,65
Females	01 Andalucía	From 16 to 19 years	2017QIII	61,39
Females	01 Andalucía	From 16 to 19 years	2017QII	52,13
Females	01 Andalucía	From 16 to 19 years	2017QI	76,26
Females	01 Andalucía	From 16 to 19 years	2016QIV	80,46
Females	01 Andalucía	From 16 to 19 years	2016QIII	75,86
Females	01 Andalucía	From 16 to 19 years	2016QII	86,69
Females	01 Andalucía	From 16 to 19 years	2016QI	82,04
Females	01 Andalucía	From 16 to 19 years	2015QIV	83,67
Females	01 Andalucía	From 16 to 19 years	2015QIII	82,51
Females	01 Andalucía	From 16 to 19 years	2015QII	83,82
Females	01 Andalucía	From 16 to 19 years	2015QI	79,54
Females	01 Andalucía	From 16 to 19 years	2014QIV	79,11
Females	01 Andalucía	From 16 to 19 years	2014QIII	72,24
Females	01 Andalucía	From 16 to 19 years	2014QII	86,18
Females	01 Andalucía	From 16 to 19 years	2014QI	78,45
Females	01 Andalucía	From 16 to 19 years	2013QIV	76,59
Females	01 Andalucía	From 16 to 19 years	2013QIII	83,67
Females	01 Andalucía	From 16 to 19 years	2013QII	85,9
Females	01 Andalucía	From 16 to 19 years	2013QI	81,91
Females	01 Andalucía	From 16 to 19 years	2012QIV	83,81
Females	01 Andalucía	From 16 to 19 years	2012QIII	81,9
Females	01 Andalucía	From 16 to 19 years	2012QII	72,76
Females	01 Andalucía	From 16 to 19 years	2012QI	76,98
Females	01 Andalucía	From 16 to 19 years	2011QIV	68,77
Females	01 Andalucía	From 16 to 19 years	2011QIII	71,14
Females	01 Andalucía	From 16 to 19 years	2011QII	69,08
Females	01 Andalucía	From 16 to 19 years	2011QI	77,42
Females	01 Andalucía	From 16 to 19 years	2010QIV	82,02
Females	01 Andalucía	From 16 to 19 years	2010QIII	80,2
Females	01 Andalucía	From 16 to 19 years	2010QII	74,72
Females	01 Andalucía	From 16 to 19 years	2010QI	65,33
Females	01 Andalucía	From 16 to 19 years	2009QIV	62,99
Females	01 Andalucía	From 16 to 19 years	2009QIII	59,44
Females	01 Andalucía	From 16 to 19 years	2009QII	65,81
Females	01 Andalucía	From 16 to 19 years	2009QI	66,35
Females	01 Andalucía	From 16 to 19 years	2008QIV	54,48
Females	01 Andalucía	From 16 to 19 years	2008QIII	52,39
Females	01 Andalucía	From 16 to 19 years	2008QII	49,52
Females	01 Andalucía	From 16 to 19 years	2008QI	49,66
Females	01 Andalucía	From 16 to 19 years	2007QIV	45,47
Females	01 Andalucía	From 16 to 19 years	2007QIII	42,71
Females	01 Andalucía	From 16 to 19 years	2007QII	45,42
Females	01 Andalucía	From 16 to 19 years	2007QI	44,3
Females	01 Andalucía	From 16 to 19 years	2006QIV	42,5
Females	01 Andalucía	From 16 to 19 years	2006QIII	41,99
Females	01 Andalucía	From 16 to 19 years	2006QII	42,63
Females	01 Andalucía	From 16 to 19 years	2006QI	44,48
Females	01 Andalucía	From 16 to 19 years	2005QIV	38,67
Females	01 Andalucía	From 16 to 19 years	2005QIII	39,33
Females	01 Andalucía	From 16 to 19 years	2005QII	44,54
Females	01 Andalucía	From 16 to 19 years	2005QI	45,21
Females	01 Andalucía	From 16 to 19 years	2004QIV	36,69
Females	01 Andalucía	From 16 to 19 years	2004QIII	39,74
Females	01 Andalucía	From 16 to 19 years	2004QII	46,94
Females	01 Andalucía	From 16 to 19 years	2004QI	45,64
Females	01 Andalucía	From 16 to 19 years	2003QIV	48,13
Females	01 Andalucía	From 16 to 19 years	2003QIII	49,4
Females	01 Andalucía	From 16 to 19 years	2003QII	44,48
Females	01 Andalucía	From 16 to 19 years	2003QI	46,45
Females	01 Andalucía	From 16 to 19 years	2002QIV	54,29
Females	01 Andalucía	From 16 to 19 years	2002QIII	50,99
Females	01 Andalucía	From 16 to 19 years	2002QII	47,06
Females	01 Andalucía	From 16 to 19 years	2002QI	41,5
Females	01 Andalucía	From 20 to 24 years	2026QI	28,34
Females	01 Andalucía	From 20 to 24 years	2025QIV	31,18
Females	01 Andalucía	From 20 to 24 years	2025QIII	25,35
Females	01 Andalucía	From 20 to 24 years	2025QII	28,51
Females	01 Andalucía	From 20 to 24 years	2025QI	34,41
Females	01 Andalucía	From 20 to 24 years	2024QIV	30,12
Females	01 Andalucía	From 20 to 24 years	2024QIII	39,06
Females	01 Andalucía	From 20 to 24 years	2024QII	37,2
Females	01 Andalucía	From 20 to 24 years	2024QI	32,22
Females	01 Andalucía	From 20 to 24 years	2023QIV	32,72
Females	01 Andalucía	From 20 to 24 years	2023QIII	34,37
Females	01 Andalucía	From 20 to 24 years	2023QII	37,62
Females	01 Andalucía	From 20 to 24 years	2023QI	33,7
Females	01 Andalucía	From 20 to 24 years	2022QIV	39,33
Females	01 Andalucía	From 20 to 24 years	2022QIII	41,53
Females	01 Andalucía	From 20 to 24 years	2022QII	28,08
Females	01 Andalucía	From 20 to 24 years	2022QI	34,35
Females	01 Andalucía	From 20 to 24 years	2021QIV	35,61
Females	01 Andalucía	From 20 to 24 years	2021QIII	38,24
Females	01 Andalucía	From 20 to 24 years	2021QII	48,77
Females	01 Andalucía	From 20 to 24 years	2021QI	53,66
Females	01 Andalucía	From 20 to 24 years	2020QIV	50,68
Females	01 Andalucía	From 20 to 24 years	2020QIII	51,33
Females	01 Andalucía	From 20 to 24 years	2020QII	48,98
Females	01 Andalucía	From 20 to 24 years	2020QI	43,12
Females	01 Andalucía	From 20 to 24 years	2019QIV	39,11
Females	01 Andalucía	From 20 to 24 years	2019QIII	49,14
Females	01 Andalucía	From 20 to 24 years	2019QII	42,26
Females	01 Andalucía	From 20 to 24 years	2019QI	40,83
Females	01 Andalucía	From 20 to 24 years	2018QIV	41,95
Females	01 Andalucía	From 20 to 24 years	2018QIII	44,72
Females	01 Andalucía	From 20 to 24 years	2018QII	42,42
Females	01 Andalucía	From 20 to 24 years	2018QI	44,2
Females	01 Andalucía	From 20 to 24 years	2017QIV	43,05
Females	01 Andalucía	From 20 to 24 years	2017QIII	43,01
Females	01 Andalucía	From 20 to 24 years	2017QII	48,06
Females	01 Andalucía	From 20 to 24 years	2017QI	52,38
Females	01 Andalucía	From 20 to 24 years	2016QIV	57,22
Females	01 Andalucía	From 20 to 24 years	2016QIII	51,69
Females	01 Andalucía	From 20 to 24 years	2016QII	55,87
Females	01 Andalucía	From 20 to 24 years	2016QI	59,75
Females	01 Andalucía	From 20 to 24 years	2015QIV	54,28
Females	01 Andalucía	From 20 to 24 years	2015QIII	55,25
Females	01 Andalucía	From 20 to 24 years	2015QII	55,32
Females	01 Andalucía	From 20 to 24 years	2015QI	53,78
Females	01 Andalucía	From 20 to 24 years	2014QIV	55,86
Females	01 Andalucía	From 20 to 24 years	2014QIII	58,25
Females	01 Andalucía	From 20 to 24 years	2014QII	58,25
Females	01 Andalucía	From 20 to 24 years	2014QI	59,04
Females	01 Andalucía	From 20 to 24 years	2013QIV	60,77
Females	01 Andalucía	From 20 to 24 years	2013QIII	68,11
Females	01 Andalucía	From 20 to 24 years	2013QII	64,82
Females	01 Andalucía	From 20 to 24 years	2013QI	61,19
Females	01 Andalucía	From 20 to 24 years	2012QIV	59,67
Females	01 Andalucía	From 20 to 24 years	2012QIII	57,55
Females	01 Andalucía	From 20 to 24 years	2012QII	56,82
Females	01 Andalucía	From 20 to 24 years	2012QI	52,69
Females	01 Andalucía	From 20 to 24 years	2011QIV	47,93
Females	01 Andalucía	From 20 to 24 years	2011QIII	47,8
Females	01 Andalucía	From 20 to 24 years	2011QII	50,54
Females	01 Andalucía	From 20 to 24 years	2011QI	46,25
Females	01 Andalucía	From 20 to 24 years	2010QIV	44,68
Females	01 Andalucía	From 20 to 24 years	2010QIII	45,62
Females	01 Andalucía	From 20 to 24 years	2010QII	44,03
Females	01 Andalucía	From 20 to 24 years	2010QI	40,59
Females	01 Andalucía	From 20 to 24 years	2009QIV	37,52
Females	01 Andalucía	From 20 to 24 years	2009QIII	37,69
Females	01 Andalucía	From 20 to 24 years	2009QII	39,63
Females	01 Andalucía	From 20 to 24 years	2009QI	39,64
Females	01 Andalucía	From 20 to 24 years	2008QIV	33,16
Females	01 Andalucía	From 20 to 24 years	2008QIII	27,7
Females	01 Andalucía	From 20 to 24 years	2008QII	22,66
Females	01 Andalucía	From 20 to 24 years	2008QI	23,2
Females	01 Andalucía	From 20 to 24 years	2007QIV	23,14
Females	01 Andalucía	From 20 to 24 years	2007QIII	24,94
Females	01 Andalucía	From 20 to 24 years	2007QII	22,11
Females	01 Andalucía	From 20 to 24 years	2007QI	21,64
Females	01 Andalucía	From 20 to 24 years	2006QIV	22,53
Females	01 Andalucía	From 20 to 24 years	2006QIII	25,48
Females	01 Andalucía	From 20 to 24 years	2006QII	22,85
Females	01 Andalucía	From 20 to 24 years	2006QI	23,91
Females	01 Andalucía	From 20 to 24 years	2005QIV	28,02
Females	01 Andalucía	From 20 to 24 years	2005QIII	26,16
Females	01 Andalucía	From 20 to 24 years	2005QII	28,38
Females	01 Andalucía	From 20 to 24 years	2005QI	27,52
Females	01 Andalucía	From 20 to 24 years	2004QIV	31,05
Females	01 Andalucía	From 20 to 24 years	2004QIII	34,21
Females	01 Andalucía	From 20 to 24 years	2004QII	33,2
Females	01 Andalucía	From 20 to 24 years	2004QI	31,62
Females	01 Andalucía	From 20 to 24 years	2003QIV	36,75
Females	01 Andalucía	From 20 to 24 years	2003QIII	34,62
Females	01 Andalucía	From 20 to 24 years	2003QII	33,65
Females	01 Andalucía	From 20 to 24 years	2003QI	34,41
Females	01 Andalucía	From 20 to 24 years	2002QIV	38,25
Females	01 Andalucía	From 20 to 24 years	2002QIII	39
Females	01 Andalucía	From 20 to 24 years	2002QII	37,52
Females	01 Andalucía	From 20 to 24 years	2002QI	36,55
Females	01 Andalucía	From 25 to 54 years	2026QI	15,61
Females	01 Andalucía	From 25 to 54 years	2025QIV	15,8
Females	01 Andalucía	From 25 to 54 years	2025QIII	17,34
Females	01 Andalucía	From 25 to 54 years	2025QII	15,8
Females	01 Andalucía	From 25 to 54 years	2025QI	18,84
Females	01 Andalucía	From 25 to 54 years	2024QIV	16,83
Females	01 Andalucía	From 25 to 54 years	2024QIII	17,68
Females	01 Andalucía	From 25 to 54 years	2024QII	17,73
Females	01 Andalucía	From 25 to 54 years	2024QI	19,85
Females	01 Andalucía	From 25 to 54 years	2023QIV	19,8
Females	01 Andalucía	From 25 to 54 years	2023QIII	19,69
Females	01 Andalucía	From 25 to 54 years	2023QII	18,83
Females	01 Andalucía	From 25 to 54 years	2023QI	20,76
Females	01 Andalucía	From 25 to 54 years	2022QIV	21,06
Females	01 Andalucía	From 25 to 54 years	2022QIII	21,55
Females	01 Andalucía	From 25 to 54 years	2022QII	20,85
Females	01 Andalucía	From 25 to 54 years	2022QI	22,02
Females	01 Andalucía	From 25 to 54 years	2021QIV	22,29
Females	01 Andalucía	From 25 to 54 years	2021QIII	24,67
Females	01 Andalucía	From 25 to 54 years	2021QII	24,33
Females	01 Andalucía	From 25 to 54 years	2021QI	25,77
Females	01 Andalucía	From 25 to 54 years	2020QIV	26,43
Females	01 Andalucía	From 25 to 54 years	2020QIII	27,26
Females	01 Andalucía	From 25 to 54 years	2020QII	24,25
Females	01 Andalucía	From 25 to 54 years	2020QI	24,4
Females	01 Andalucía	From 25 to 54 years	2019QIV	23,79
Females	01 Andalucía	From 25 to 54 years	2019QIII	24,82
Females	01 Andalucía	From 25 to 54 years	2019QII	24,2
Females	01 Andalucía	From 25 to 54 years	2019QI	24,5
Females	01 Andalucía	From 25 to 54 years	2018QIV	24,34
Females	01 Andalucía	From 25 to 54 years	2018QIII	25,86
Females	01 Andalucía	From 25 to 54 years	2018QII	25,93
Females	01 Andalucía	From 25 to 54 years	2018QI	27,71
Females	01 Andalucía	From 25 to 54 years	2017QIV	27,01
Females	01 Andalucía	From 25 to 54 years	2017QIII	27,91
Females	01 Andalucía	From 25 to 54 years	2017QII	26,3
Females	01 Andalucía	From 25 to 54 years	2017QI	29,4
Females	01 Andalucía	From 25 to 54 years	2016QIV	30,44
Females	01 Andalucía	From 25 to 54 years	2016QIII	31,5
Females	01 Andalucía	From 25 to 54 years	2016QII	31
Females	01 Andalucía	From 25 to 54 years	2016QI	32,38
Females	01 Andalucía	From 25 to 54 years	2015QIV	32,01
Females	01 Andalucía	From 25 to 54 years	2015QIII	32,86
Females	01 Andalucía	From 25 to 54 years	2015QII	32,17
Females	01 Andalucía	From 25 to 54 years	2015QI	35,96
Females	01 Andalucía	From 25 to 54 years	2014QIV	36,07
Females	01 Andalucía	From 25 to 54 years	2014QIII	36,7
Females	01 Andalucía	From 25 to 54 years	2014QII	35,48
Females	01 Andalucía	From 25 to 54 years	2014QI	35,34
Females	01 Andalucía	From 25 to 54 years	2013QIV	37,3
Females	01 Andalucía	From 25 to 54 years	2013QIII	35,38
Females	01 Andalucía	From 25 to 54 years	2013QII	34,49
Females	01 Andalucía	From 25 to 54 years	2013QI	35,92
Females	01 Andalucía	From 25 to 54 years	2012QIV	35,59
Females	01 Andalucía	From 25 to 54 years	2012QIII	33,38
Females	01 Andalucía	From 25 to 54 years	2012QII	31,64
Females	01 Andalucía	From 25 to 54 years	2012QI	33
Females	01 Andalucía	From 25 to 54 years	2011QIV	31,32
Females	01 Andalucía	From 25 to 54 years	2011QIII	30,85
Females	01 Andalucía	From 25 to 54 years	2011QII	29,31
Females	01 Andalucía	From 25 to 54 years	2011QI	29,75
Females	01 Andalucía	From 25 to 54 years	2010QIV	27,88
Females	01 Andalucía	From 25 to 54 years	2010QIII	28,35
Females	01 Andalucía	From 25 to 54 years	2010QII	26,62
Females	01 Andalucía	From 25 to 54 years	2010QI	25,85
Females	01 Andalucía	From 25 to 54 years	2009QIV	26,18
Females	01 Andalucía	From 25 to 54 years	2009QIII	25,18
Females	01 Andalucía	From 25 to 54 years	2009QII	25,18
Females	01 Andalucía	From 25 to 54 years	2009QI	23,63
Females	01 Andalucía	From 25 to 54 years	2008QIV	22,42
Females	01 Andalucía	From 25 to 54 years	2008QIII	20,28
Females	01 Andalucía	From 25 to 54 years	2008QII	18,08
Females	01 Andalucía	From 25 to 54 years	2008QI	17,07
Females	01 Andalucía	From 25 to 54 years	2007QIV	17,21
Females	01 Andalucía	From 25 to 54 years	2007QIII	15,03
Females	01 Andalucía	From 25 to 54 years	2007QII	15,16
Females	01 Andalucía	From 25 to 54 years	2007QI	15,65
Females	01 Andalucía	From 25 to 54 years	2006QIV	15,85
Females	01 Andalucía	From 25 to 54 years	2006QIII	15,42
Females	01 Andalucía	From 25 to 54 years	2006QII	16,12
Females	01 Andalucía	From 25 to 54 years	2006QI	17,05
Females	01 Andalucía	From 25 to 54 years	2005QIV	17,86
Females	01 Andalucía	From 25 to 54 years	2005QIII	17,78
Females	01 Andalucía	From 25 to 54 years	2005QII	16,04
Females	01 Andalucía	From 25 to 54 years	2005QI	18,46
Females	01 Andalucía	From 25 to 54 years	2004QIV	21,36
Females	01 Andalucía	From 25 to 54 years	2004QIII	22,59
Females	01 Andalucía	From 25 to 54 years	2004QII	22,79
Females	01 Andalucía	From 25 to 54 years	2004QI	22,56
Females	01 Andalucía	From 25 to 54 years	2003QIV	23,46
Females	01 Andalucía	From 25 to 54 years	2003QIII	24,86
Females	01 Andalucía	From 25 to 54 years	2003QII	23,3
Females	01 Andalucía	From 25 to 54 years	2003QI	24,77
Females	01 Andalucía	From 25 to 54 years	2002QIV	26,21
Females	01 Andalucía	From 25 to 54 years	2002QIII	26,49
Females	01 Andalucía	From 25 to 54 years	2002QII	25,12
Females	01 Andalucía	From 25 to 54 years	2002QI	24,44
Females	01 Andalucía	De 55 y más años	2026QI	17,97
Females	01 Andalucía	De 55 y más años	2025QIV	17,99
Females	01 Andalucía	De 55 y más años	2025QIII	17,83
